AOI,RCA,StreamOrder,Model,Period,gsdd,mean_ann,min_ann,max_ann,mean_apr,mean_may,mean_jun,mean_jul,mean_aug,mean_sep,mean_oct
Game Management Unit 20D,36,4,gfdl,2,1199.72,5.36,0.0,13.96,0.18,4.99,9.84,11.12,7.12,4.13,1.19
Game Management Unit 20D,46,4,ccsm,0,708.07,3.2,0.0,9.86,0.0,1.47,5.62,7.93,5.4,2.28,0.16
Game Management Unit 20D,46,4,ccsm,1,774.27,3.46,0.0,12.33,0.0,1.71,6.13,8.32,5.51,2.61,0.3
Game Management Unit 20D,46,4,ccsm,2,889.84,3.97,0.0,12.56,0.0,2.45,7.44,9.23,6.16,2.97,0.29
Game Management Unit 20D,46,4,gfdl,0,708.07,3.2,0.0,9.86,0.0,1.47,5.62,7.93,5.4,2.28,0.16
Game Management Unit 20D,46,4,gfdl,1,785.8,3.51,0.0,9.0,0.01,2.05,6.73,8.11,5.44,2.69,0.21
Game Management Unit 20D,46,4,gfdl,2,889.34,3.97,0.0,11.41,0.0,3.02,7.32,9.07,5.82,2.93,0.36
Game Management Unit 20D,50,4,ccsm,0,684.27,3.08,0.0,9.77,0.0,1.32,5.46,7.8,5.31,2.15,0.13
Game Management Unit 20D,50,4,ccsm,1,750.66,3.35,0.0,12.14,0.0,1.56,5.99,8.15,5.38,2.49,0.26
Game Management Unit 20D,50,4,ccsm,2,869.26,3.88,0.0,12.44,0.0,2.29,7.34,9.1,6.05,2.84,0.25
Game Management Unit 20D,50,4,gfdl,0,684.27,3.08,0.0,9.77,0.0,1.32,5.46,7.8,5.31,2.15,0.13
Game Management Unit 20D,50,4,gfdl,1,763.97,3.41,0.0,8.88,0.0,1.9,6.54,8.0,5.34,2.57,0.17
Game Management Unit 20D,50,4,gfdl,2,868.9,3.88,0.0,11.32,0.0,2.88,7.19,8.96,5.71,2.8,0.32
Game Management Unit 20D,58,4,ccsm,0,743.7,3.37,0.0,10.29,0.0,1.72,6.01,8.23,5.65,2.51,0.26
Game Management Unit 20D,58,4,ccsm,1,820.46,3.66,0.0,12.55,0.0,1.96,6.53,8.58,5.72,2.85,0.44
Game Management Unit 20D,58,4,ccsm,2,939.95,4.2,0.0,13.04,0.0,2.72,7.9,9.51,6.4,3.21,0.44
Game Management Unit 20D,58,4,gfdl,0,743.7,3.37,0.0,10.29,0.0,1.72,6.01,8.23,5.65,2.51,0.26
Game Management Unit 20D,58,4,gfdl,1,834.85,3.73,0.0,9.42,0.02,2.32,7.1,8.46,5.68,2.9,0.34
Game Management Unit 20D,58,4,gfdl,2,935.91,4.18,0.0,11.87,0.0,3.36,7.69,9.33,6.02,3.12,0.5
Game Management Unit 20D,60,6,ccsm,0,1019.46,4.58,0.0,12.55,0.28,3.48,8.02,9.95,6.85,3.63,1.0
Game Management Unit 20D,60,6,ccsm,1,1088.21,4.86,0.0,14.78,0.26,3.69,8.61,10.29,6.91,3.92,1.14
Game Management Unit 20D,60,6,ccsm,2,1216.0,5.43,0.0,14.81,0.28,4.4,9.91,11.29,7.72,4.33,1.22
Game Management Unit 20D,60,6,gfdl,0,1019.46,4.58,0.0,12.55,0.28,3.48,8.02,9.95,6.85,3.63,1.0
Game Management Unit 20D,60,6,gfdl,1,1106.34,4.94,0.0,11.58,0.23,4.03,9.2,10.14,6.9,4.09,1.06
Game Management Unit 20D,60,6,gfdl,2,1235.22,5.51,0.0,14.26,0.29,5.15,10.02,11.36,7.3,4.28,1.33
Game Management Unit 20D,67,6,ccsm,0,1018.09,4.57,0.0,12.53,0.26,3.45,7.97,9.91,6.81,3.62,0.98
Game Management Unit 20D,67,6,ccsm,1,1080.41,4.82,0.0,14.72,0.24,3.67,8.55,10.23,6.87,3.9,1.11
Game Management Unit 20D,67,6,ccsm,2,1208.62,5.4,0.0,14.77,0.27,4.4,9.85,11.23,7.67,4.31,1.19
Game Management Unit 20D,67,6,gfdl,0,1018.09,4.57,0.0,12.53,0.26,3.45,7.97,9.91,6.81,3.62,0.98
Game Management Unit 20D,67,6,gfdl,1,1100.85,4.91,0.0,11.46,0.21,4.02,9.16,10.11,6.87,4.06,1.04
Game Management Unit 20D,67,6,gfdl,2,1230.95,5.5,0.0,14.29,0.27,5.18,9.98,11.31,7.29,4.27,1.3
Game Management Unit 20D,74,6,ccsm,0,1007.19,4.5,0.0,12.36,0.24,3.33,7.85,9.78,6.72,3.56,0.94
Game Management Unit 20D,74,6,ccsm,1,1065.14,4.76,0.0,14.51,0.21,3.53,8.45,10.14,6.8,3.85,1.09
Game Management Unit 20D,74,6,ccsm,2,1192.37,5.32,0.0,14.79,0.25,4.26,9.71,11.14,7.59,4.27,1.16
Game Management Unit 20D,74,6,gfdl,0,1007.19,4.5,0.0,12.36,0.24,3.33,7.85,9.78,6.72,3.56,0.94
Game Management Unit 20D,74,6,gfdl,1,1084.32,4.84,0.0,11.44,0.18,3.88,9.01,10.04,6.81,4.01,1.0
Game Management Unit 20D,74,6,gfdl,2,1212.05,5.41,0.0,13.93,0.24,4.98,9.84,11.21,7.23,4.22,1.27
Game Management Unit 20D,78,6,ccsm,0,1023.55,4.57,0.0,12.34,0.3,3.44,7.96,9.81,6.79,3.65,1.03
Game Management Unit 20D,78,6,ccsm,1,1081.41,4.83,0.0,14.7,0.26,3.61,8.63,10.14,6.9,3.96,1.17
Game Management Unit 20D,78,6,ccsm,2,1208.5,5.4,0.0,14.8,0.3,4.35,9.88,11.12,7.67,4.36,1.26
Game Management Unit 20D,78,6,gfdl,0,1023.55,4.57,0.0,12.34,0.3,3.44,7.96,9.81,6.79,3.65,1.03
Game Management Unit 20D,78,6,gfdl,1,1096.42,4.89,0.0,11.41,0.23,4.01,9.08,10.03,6.86,4.07,1.07
Game Management Unit 20D,78,6,gfdl,2,1225.35,5.47,0.0,13.93,0.28,5.09,9.9,11.21,7.29,4.3,1.37
Game Management Unit 20D,95,6,ccsm,0,1016.68,4.54,0.0,12.37,0.27,3.38,7.92,9.81,6.75,3.61,0.99
Game Management Unit 20D,95,6,ccsm,1,1074.89,4.8,0.0,14.75,0.24,3.56,8.58,10.14,6.87,3.91,1.14
Game Management Unit 20D,95,6,ccsm,2,1203.71,5.37,0.0,14.97,0.28,4.28,9.85,11.16,7.64,4.33,1.22
Game Management Unit 20D,95,6,gfdl,0,1016.68,4.54,0.0,12.37,0.27,3.38,7.92,9.81,6.75,3.61,0.99
Game Management Unit 20D,95,6,gfdl,1,1089.87,4.87,0.0,11.48,0.21,3.92,9.05,10.04,6.82,4.05,1.03
Game Management Unit 20D,95,6,gfdl,2,1218.62,5.44,0.0,13.96,0.26,4.99,9.89,11.24,7.24,4.26,1.32
Game Management Unit 20D,114,6,ccsm,0,950.89,4.26,0.0,11.96,0.12,3.04,7.49,9.46,6.53,3.35,0.77
Game Management Unit 20D,114,6,ccsm,1,1012.84,4.52,0.0,13.83,0.11,3.26,8.05,9.8,6.61,3.66,0.91
Game Management Unit 20D,114,6,ccsm,2,1137.08,5.08,0.0,14.03,0.13,3.98,9.34,10.72,7.4,4.03,0.98
Game Management Unit 20D,114,6,gfdl,0,950.89,4.26,0.0,11.96,0.12,3.04,7.49,9.46,6.53,3.35,0.77
Game Management Unit 20D,114,6,gfdl,1,1031.45,4.6,0.0,10.95,0.07,3.57,8.65,9.7,6.58,3.78,0.84
Game Management Unit 20D,114,6,gfdl,2,1157.0,5.17,0.0,13.66,0.13,4.73,9.43,10.83,7.0,3.99,1.09
Game Management Unit 20D,121,6,ccsm,0,1010.24,4.57,0.0,12.35,0.27,3.47,7.91,9.8,6.83,3.61,1.0
Game Management Unit 20D,121,6,ccsm,1,1077.04,4.81,0.0,14.18,0.25,3.72,8.46,10.14,6.89,3.93,1.11
Game Management Unit 20D,121,6,ccsm,2,1201.42,5.36,0.0,14.48,0.27,4.44,9.77,11.07,7.65,4.3,1.2
Game Management Unit 20D,121,6,gfdl,0,1010.24,4.57,0.0,12.35,0.27,3.47,7.91,9.8,6.83,3.61,1.0
Game Management Unit 20D,121,6,gfdl,1,1097.22,4.9,0.0,11.47,0.23,4.02,9.11,10.04,6.85,4.06,1.05
Game Management Unit 20D,121,6,gfdl,2,1224.66,5.47,0.0,14.14,0.26,5.22,9.9,11.16,7.25,4.28,1.34
Game Management Unit 20D,140,6,ccsm,0,1022.17,4.57,0.0,12.56,0.24,3.43,8.0,9.87,6.8,3.63,0.99
Game Management Unit 20D,140,6,ccsm,1,1083.22,4.84,0.0,14.69,0.21,3.7,8.62,10.19,6.9,3.92,1.11
Game Management Unit 20D,140,6,ccsm,2,1212.15,5.41,0.0,14.9,0.23,4.43,10.01,11.2,7.65,4.28,1.21
Game Management Unit 20D,140,6,gfdl,0,1022.17,4.57,0.0,12.56,0.24,3.43,8.0,9.87,6.8,3.63,0.99
Game Management Unit 20D,140,6,gfdl,1,1097.67,4.9,0.0,11.47,0.21,3.99,9.2,10.05,6.83,4.06,1.04
Game Management Unit 20D,140,6,gfdl,2,1228.15,5.48,0.0,14.44,0.24,5.19,9.99,11.23,7.25,4.29,1.32
Game Management Unit 20D,167,5,ccsm,0,969.55,4.35,0.0,12.16,0.13,3.13,7.6,9.55,6.6,3.45,0.84
Game Management Unit 20D,167,5,ccsm,1,1032.8,4.61,0.0,14.15,0.14,3.4,8.18,9.9,6.68,3.76,0.99
Game Management Unit 20D,167,5,ccsm,2,1156.92,5.16,0.0,14.4,0.14,4.12,9.46,10.87,7.45,4.12,1.06
Game Management Unit 20D,167,5,gfdl,0,969.55,4.35,0.0,12.16,0.13,3.13,7.6,9.55,6.6,3.45,0.84
Game Management Unit 20D,167,5,gfdl,1,1048.96,4.68,0.0,11.04,0.1,3.7,8.8,9.75,6.66,3.89,0.88
Game Management Unit 20D,167,5,gfdl,2,1172.87,5.24,0.0,13.73,0.15,4.87,9.51,10.86,7.05,4.1,1.17
Game Management Unit 20D,170,5,ccsm,0,971.58,4.43,0.0,12.38,0.15,3.24,7.8,9.71,6.66,3.48,0.85
Game Management Unit 20D,170,5,ccsm,1,1048.53,4.68,0.0,14.24,0.16,3.51,8.36,10.03,6.72,3.78,0.99
Game Management Unit 20D,170,5,ccsm,2,1173.59,5.24,0.0,14.47,0.16,4.26,9.65,10.97,7.49,4.15,1.07
Game Management Unit 20D,170,5,gfdl,0,971.58,4.43,0.0,12.38,0.15,3.24,7.8,9.71,6.66,3.48,0.85
Game Management Unit 20D,170,5,gfdl,1,1067.76,4.77,0.0,11.17,0.11,3.82,9.03,9.87,6.74,3.93,0.89
Game Management Unit 20D,170,5,gfdl,2,1191.2,5.32,0.0,13.95,0.16,5.0,9.75,10.98,7.1,4.13,1.17
Game Management Unit 20D,178,5,ccsm,0,972.59,4.43,0.0,12.31,0.17,3.25,7.74,9.66,6.72,3.54,0.91
Game Management Unit 20D,178,5,ccsm,1,1055.86,4.71,0.0,14.36,0.17,3.55,8.34,10.02,6.78,3.86,1.07
Game Management Unit 20D,178,5,ccsm,2,1180.26,5.27,0.0,14.6,0.17,4.26,9.64,11.01,7.54,4.22,1.15
Game Management Unit 20D,178,5,gfdl,0,972.59,4.43,0.0,12.31,0.17,3.25,7.74,9.66,6.72,3.54,0.91
Game Management Unit 20D,178,5,gfdl,1,1070.04,4.78,0.0,11.27,0.16,3.82,8.95,9.85,6.75,3.98,0.96
Game Management Unit 20D,178,5,gfdl,2,1194.56,5.33,0.0,13.87,0.21,5.0,9.65,10.97,7.14,4.2,1.25
Game Management Unit 20D,184,5,ccsm,0,980.39,4.5,0.0,12.42,0.19,3.3,7.86,9.75,6.77,3.6,0.94
Game Management Unit 20D,184,5,ccsm,1,1069.18,4.77,0.0,14.75,0.17,3.61,8.48,10.12,6.84,3.89,1.09
Game Management Unit 20D,184,5,ccsm,2,1196.86,5.34,0.0,14.87,0.18,4.32,9.83,11.16,7.6,4.24,1.17
Game Management Unit 20D,184,5,gfdl,0,980.39,4.5,0.0,12.42,0.19,3.3,7.86,9.75,6.77,3.6,0.94
Game Management Unit 20D,184,5,gfdl,1,1082.44,4.83,0.0,11.37,0.18,3.87,9.1,9.94,6.77,4.03,0.99
Game Management Unit 20D,184,5,gfdl,2,1212.08,5.41,0.0,14.02,0.22,5.09,9.85,11.09,7.2,4.26,1.29
Game Management Unit 20D,187,5,ccsm,0,1007.37,4.55,0.0,12.62,0.22,3.41,8.01,9.89,6.79,3.62,0.97
Game Management Unit 20D,187,5,ccsm,1,1081.33,4.83,0.0,14.67,0.21,3.69,8.63,10.21,6.85,3.91,1.1
Game Management Unit 20D,187,5,ccsm,2,1210.69,5.4,0.0,14.94,0.22,4.43,10.0,11.21,7.63,4.29,1.19
Game Management Unit 20D,187,5,gfdl,0,1007.37,4.55,0.0,12.62,0.22,3.41,8.01,9.89,6.79,3.62,0.97
Game Management Unit 20D,187,5,gfdl,1,1099.01,4.91,0.0,11.46,0.19,3.99,9.24,10.06,6.86,4.07,1.0
Game Management Unit 20D,187,5,gfdl,2,1228.01,5.48,0.0,14.52,0.24,5.21,10.01,11.22,7.24,4.3,1.29
Game Management Unit 20D,188,6,ccsm,0,987.84,4.46,0.0,12.42,0.17,3.24,7.84,9.76,6.69,3.52,0.89
Game Management Unit 20D,188,6,ccsm,1,1058.36,4.72,0.0,14.69,0.15,3.51,8.47,10.09,6.77,3.82,1.03
Game Management Unit 20D,188,6,ccsm,2,1186.69,5.3,0.0,14.8,0.16,4.24,9.85,11.1,7.53,4.18,1.1
Game Management Unit 20D,188,6,gfdl,0,987.84,4.46,0.0,12.42,0.17,3.24,7.84,9.76,6.69,3.52,0.89
Game Management Unit 20D,188,6,gfdl,1,1073.38,4.79,0.0,11.31,0.13,3.82,9.07,9.91,6.75,3.97,0.92
Game Management Unit 20D,188,6,gfdl,2,1203.38,5.37,0.0,14.35,0.19,5.04,9.85,11.08,7.14,4.2,1.2
Game Management Unit 20D,201,6,ccsm,0,1014.88,4.59,0.0,12.69,0.23,3.4,8.05,9.91,6.81,3.62,0.98
Game Management Unit 20D,201,6,ccsm,1,1086.12,4.85,0.0,15.04,0.2,3.67,8.71,10.25,6.88,3.91,1.11
Game Management Unit 20D,201,6,ccsm,2,1218.57,5.44,0.0,15.2,0.21,4.4,10.14,11.31,7.67,4.27,1.2
Game Management Unit 20D,201,6,gfdl,0,1014.88,4.59,0.0,12.69,0.23,3.4,8.05,9.91,6.81,3.62,0.98
Game Management Unit 20D,201,6,gfdl,1,1100.23,4.91,0.0,11.59,0.19,3.98,9.28,10.09,6.82,4.06,1.01
Game Management Unit 20D,201,6,gfdl,2,1234.56,5.51,0.0,14.77,0.23,5.22,10.09,11.31,7.26,4.3,1.3
Game Management Unit 20D,207,6,ccsm,0,1079.08,4.83,0.0,12.85,0.42,3.78,8.44,10.19,6.96,3.81,1.22
Game Management Unit 20D,207,6,ccsm,1,1139.04,5.09,0.0,15.22,0.34,3.9,9.18,10.56,7.09,4.1,1.34
Game Management Unit 20D,207,6,ccsm,2,1269.51,5.67,0.0,15.4,0.36,4.56,10.58,11.55,7.86,4.52,1.46
Game Management Unit 20D,207,6,gfdl,0,1079.08,4.83,0.0,12.85,0.42,3.78,8.44,10.19,6.96,3.81,1.22
Game Management Unit 20D,207,6,gfdl,1,1152.57,5.15,0.0,12.24,0.36,4.32,9.57,10.38,7.03,4.25,1.25
Game Management Unit 20D,207,6,gfdl,2,1288.14,5.75,0.0,14.54,0.39,5.38,10.46,11.68,7.49,4.54,1.55
Game Management Unit 20D,211,5,ccsm,0,1082.14,4.86,0.0,12.76,0.44,3.87,8.42,10.2,7.01,3.9,1.28
Game Management Unit 20D,211,5,ccsm,1,1148.02,5.13,0.0,15.02,0.4,4.01,9.17,10.54,7.14,4.18,1.39
Game Management Unit 20D,211,5,ccsm,2,1271.58,5.68,0.0,15.29,0.41,4.65,10.44,11.48,7.9,4.6,1.5
Game Management Unit 20D,211,5,gfdl,0,1082.14,4.86,0.0,12.76,0.44,3.87,8.42,10.2,7.01,3.9,1.28
Game Management Unit 20D,211,5,gfdl,1,1159.02,5.17,0.0,11.95,0.38,4.39,9.54,10.38,7.07,4.35,1.29
Game Management Unit 20D,211,5,gfdl,2,1287.66,5.75,0.0,14.37,0.42,5.45,10.36,11.56,7.53,4.57,1.58
Game Management Unit 20D,214,5,ccsm,0,1078.47,4.84,0.0,12.74,0.43,3.85,8.38,10.16,7.0,3.87,1.25
Game Management Unit 20D,214,5,ccsm,1,1142.32,5.1,0.0,14.93,0.38,4.01,9.15,10.45,7.12,4.17,1.36
Game Management Unit 20D,214,5,ccsm,2,1267.09,5.66,0.0,15.16,0.39,4.68,10.39,11.42,7.89,4.59,1.47
Game Management Unit 20D,214,5,gfdl,0,1078.47,4.84,0.0,12.74,0.43,3.85,8.38,10.16,7.0,3.87,1.25
Game Management Unit 20D,214,5,gfdl,1,1152.66,5.15,0.0,11.94,0.36,4.37,9.53,10.34,7.04,4.29,1.26
Game Management Unit 20D,214,5,gfdl,2,1282.55,5.73,0.0,14.49,0.39,5.47,10.35,11.53,7.48,4.53,1.55
Game Management Unit 20D,217,5,ccsm,0,940.71,4.22,0.0,11.86,0.08,2.91,7.4,9.39,6.47,3.36,0.76
Game Management Unit 20D,217,5,ccsm,1,1008.42,4.5,0.0,14.17,0.07,3.21,8.01,9.76,6.58,3.68,0.92
Game Management Unit 20D,217,5,ccsm,2,1132.21,5.05,0.0,14.29,0.08,3.92,9.32,10.75,7.31,4.03,0.99
Game Management Unit 20D,217,5,gfdl,0,940.71,4.22,0.0,11.86,0.08,2.91,7.4,9.39,6.47,3.36,0.76
Game Management Unit 20D,217,5,gfdl,1,1019.29,4.55,0.0,10.88,0.07,3.45,8.58,9.57,6.54,3.8,0.82
Game Management Unit 20D,217,5,gfdl,2,1143.74,5.11,0.0,13.46,0.11,4.62,9.31,10.68,6.92,4.04,1.1
Game Management Unit 20D,226,5,ccsm,0,732.94,3.33,0.0,10.48,0.0,1.61,5.99,8.2,5.57,2.39,0.21
Game Management Unit 20D,226,5,ccsm,1,804.16,3.59,0.0,12.65,0.0,1.82,6.58,8.48,5.63,2.74,0.37
Game Management Unit 20D,226,5,ccsm,2,929.16,4.15,0.0,12.72,0.0,2.56,7.95,9.48,6.37,3.09,0.36
Game Management Unit 20D,226,5,gfdl,0,732.94,3.33,0.0,10.48,0.0,1.61,5.99,8.2,5.57,2.39,0.21
Game Management Unit 20D,226,5,gfdl,1,820.75,3.66,0.0,9.55,0.0,2.17,7.01,8.4,5.66,2.83,0.28
Game Management Unit 20D,226,5,gfdl,2,936.82,4.18,0.0,12.36,0.0,3.27,7.74,9.47,6.03,3.05,0.46
Game Management Unit 20D,229,5,ccsm,0,916.59,4.14,0.0,11.72,0.05,2.84,7.32,9.27,6.42,3.26,0.68
Game Management Unit 20D,229,5,ccsm,1,987.52,4.41,0.0,13.97,0.06,3.05,7.91,9.59,6.46,3.59,0.84
Game Management Unit 20D,229,5,ccsm,2,1110.39,4.96,0.0,14.04,0.08,3.79,9.25,10.57,7.18,3.95,0.88
Game Management Unit 20D,229,5,gfdl,0,916.59,4.14,0.0,11.72,0.05,2.84,7.32,9.27,6.42,3.26,0.68
Game Management Unit 20D,229,5,gfdl,1,1003.77,4.48,0.0,10.84,0.1,3.42,8.39,9.47,6.49,3.69,0.75
Game Management Unit 20D,229,5,gfdl,2,1120.8,5.0,0.0,13.48,0.13,4.52,9.11,10.48,6.85,3.93,1.01
Game Management Unit 20D,230,5,ccsm,0,807.57,3.64,0.0,10.76,0.0,2.05,6.51,8.59,5.89,2.74,0.38
Game Management Unit 20D,230,5,ccsm,1,871.75,3.89,0.0,13.04,0.0,2.26,7.1,8.89,5.93,3.06,0.53
Game Management Unit 20D,230,5,ccsm,2,994.18,4.44,0.0,13.08,0.0,3.0,8.43,9.86,6.65,3.42,0.56
Game Management Unit 20D,230,5,gfdl,0,807.57,3.64,0.0,10.76,0.0,2.05,6.51,8.59,5.89,2.74,0.38
Game Management Unit 20D,230,5,gfdl,1,887.5,3.96,0.0,9.95,0.03,2.61,7.54,8.76,5.97,3.17,0.45
Game Management Unit 20D,230,5,gfdl,2,1000.83,4.47,0.0,12.61,0.02,3.68,8.25,9.79,6.34,3.39,0.66
Game Management Unit 20D,233,5,ccsm,0,971.52,4.4,0.0,12.24,0.1,3.11,7.76,9.62,6.62,3.51,0.83
Game Management Unit 20D,233,5,ccsm,1,1043.14,4.66,0.0,14.65,0.11,3.36,8.4,9.95,6.72,3.78,0.98
Game Management Unit 20D,233,5,ccsm,2,1173.45,5.24,0.0,14.89,0.12,4.15,9.8,11.01,7.47,4.15,1.04
Game Management Unit 20D,233,5,gfdl,0,971.52,4.4,0.0,12.24,0.1,3.11,7.76,9.62,6.62,3.51,0.83
Game Management Unit 20D,233,5,gfdl,1,1057.45,4.72,0.0,11.3,0.12,3.69,8.92,9.85,6.7,3.91,0.87
Game Management Unit 20D,233,5,gfdl,2,1186.97,5.3,0.0,14.23,0.17,4.89,9.75,10.94,7.11,4.16,1.16
Game Management Unit 20D,236,5,ccsm,0,769.74,3.45,0.0,10.85,0.0,1.78,6.15,8.32,5.67,2.53,0.28
Game Management Unit 20D,236,5,ccsm,1,834.76,3.73,0.0,12.95,0.0,1.97,6.83,8.69,5.76,2.9,0.44
Game Management Unit 20D,236,5,ccsm,2,957.0,4.27,0.0,12.93,0.0,2.7,8.17,9.68,6.48,3.24,0.44
Game Management Unit 20D,236,5,gfdl,0,769.74,3.45,0.0,10.85,0.0,1.78,6.15,8.32,5.67,2.53,0.28
Game Management Unit 20D,236,5,gfdl,1,846.95,3.78,0.0,9.64,0.02,2.39,7.27,8.52,5.74,2.94,0.33
Game Management Unit 20D,236,5,gfdl,2,952.55,4.25,0.0,12.45,0.02,3.41,7.87,9.5,6.09,3.18,0.51
Game Management Unit 20D,240,5,ccsm,0,843.25,3.79,0.0,11.25,0.0,2.26,6.78,8.83,6.06,2.89,0.46
Game Management Unit 20D,240,5,ccsm,1,907.66,4.05,0.0,13.47,0.0,2.49,7.35,9.14,6.11,3.23,0.61
Game Management Unit 20D,240,5,ccsm,2,1032.6,4.61,0.0,13.56,0.0,3.25,8.72,10.13,6.84,3.59,0.63
Game Management Unit 20D,240,5,gfdl,0,843.25,3.79,0.0,11.25,0.0,2.26,6.78,8.83,6.06,2.89,0.46
Game Management Unit 20D,240,5,gfdl,1,925.41,4.13,0.0,10.34,0.03,2.83,7.83,9.05,6.15,3.35,0.52
Game Management Unit 20D,240,5,gfdl,2,1045.18,4.67,0.0,13.07,0.04,3.98,8.59,10.1,6.52,3.57,0.75
Game Management Unit 20D,243,5,ccsm,0,946.97,4.28,0.0,12.06,0.08,3.01,7.58,9.5,6.54,3.38,0.78
Game Management Unit 20D,243,5,ccsm,1,1022.85,4.57,0.0,14.53,0.08,3.26,8.22,9.82,6.63,3.7,0.94
Game Management Unit 20D,243,5,ccsm,2,1152.66,5.15,0.0,14.6,0.1,4.06,9.63,10.86,7.36,4.06,0.99
Game Management Unit 20D,243,5,gfdl,0,946.97,4.28,0.0,12.06,0.08,3.01,7.58,9.5,6.54,3.38,0.78
Game Management Unit 20D,243,5,gfdl,1,1037.06,4.63,0.0,11.16,0.12,3.6,8.71,9.7,6.61,3.81,0.84
Game Management Unit 20D,243,5,gfdl,2,1162.6,5.19,0.0,13.98,0.15,4.77,9.48,10.8,7.0,4.06,1.11
Game Management Unit 20D,244,5,ccsm,0,915.34,4.1,0.0,11.73,0.04,2.72,7.27,9.26,6.34,3.19,0.64
Game Management Unit 20D,244,5,ccsm,1,980.55,4.38,0.0,14.06,0.03,2.97,7.96,9.58,6.45,3.5,0.79
Game Management Unit 20D,244,5,ccsm,2,1107.04,4.94,0.0,14.2,0.04,3.73,9.3,10.6,7.18,3.86,0.85
Game Management Unit 20D,244,5,gfdl,0,915.34,4.1,0.0,11.73,0.04,2.72,7.27,9.26,6.34,3.19,0.64
Game Management Unit 20D,244,5,gfdl,1,993.28,4.43,0.0,10.77,0.05,3.29,8.41,9.44,6.43,3.62,0.71
Game Management Unit 20D,244,5,gfdl,2,1116.22,4.98,0.0,13.59,0.08,4.43,9.21,10.52,6.8,3.87,0.97
Game Management Unit 20D,246,5,ccsm,0,958.35,4.34,0.0,12.1,0.1,3.1,7.68,9.57,6.61,3.45,0.82
Game Management Unit 20D,246,5,ccsm,1,1037.06,4.63,0.0,14.51,0.11,3.35,8.31,9.9,6.71,3.76,0.98
Game Management Unit 20D,246,5,ccsm,2,1165.85,5.2,0.0,14.74,0.13,4.13,9.69,10.94,7.45,4.14,1.03
Game Management Unit 20D,246,5,gfdl,0,958.35,4.34,0.0,12.1,0.1,3.1,7.68,9.57,6.61,3.45,0.82
Game Management Unit 20D,246,5,gfdl,1,1050.76,4.69,0.0,11.26,0.13,3.67,8.82,9.79,6.68,3.88,0.88
Game Management Unit 20D,246,5,gfdl,2,1177.03,5.25,0.0,14.01,0.17,4.86,9.6,10.88,7.07,4.13,1.15
Game Management Unit 20D,253,5,ccsm,0,883.72,4.04,0.0,11.5,0.04,2.6,7.09,9.1,6.3,3.17,0.62
Game Management Unit 20D,253,5,ccsm,1,959.87,4.29,0.0,13.84,0.02,2.89,7.65,9.48,6.38,3.48,0.77
Game Management Unit 20D,253,5,ccsm,2,1083.99,4.84,0.0,13.89,0.02,3.62,8.96,10.46,7.11,3.84,0.84
Game Management Unit 20D,253,5,gfdl,0,883.72,4.04,0.0,11.5,0.04,2.6,7.09,9.1,6.3,3.17,0.62
Game Management Unit 20D,253,5,gfdl,1,972.47,4.34,0.0,10.56,0.03,3.13,8.2,9.32,6.35,3.61,0.66
Game Management Unit 20D,253,5,gfdl,2,1094.44,4.89,0.0,13.15,0.06,4.31,8.92,10.4,6.7,3.86,0.94
Game Management Unit 20D,254,5,ccsm,0,1081.89,4.85,0.0,12.77,0.45,3.85,8.41,10.21,7.0,3.87,1.27
Game Management Unit 20D,254,5,ccsm,1,1142.38,5.1,0.0,14.99,0.4,3.97,9.11,10.51,7.12,4.15,1.37
Game Management Unit 20D,254,5,ccsm,2,1269.12,5.67,0.0,15.22,0.41,4.62,10.45,11.46,7.91,4.58,1.49
Game Management Unit 20D,254,5,gfdl,0,1081.89,4.85,0.0,12.77,0.45,3.85,8.41,10.21,7.0,3.87,1.27
Game Management Unit 20D,254,5,gfdl,1,1157.28,5.17,0.0,12.0,0.39,4.37,9.52,10.38,7.08,4.32,1.29
Game Management Unit 20D,254,5,gfdl,2,1286.95,5.75,0.0,14.3,0.42,5.41,10.36,11.59,7.52,4.57,1.58
Game Management Unit 20D,255,5,ccsm,0,1087.74,4.89,0.0,12.86,0.44,3.88,8.5,10.25,7.02,3.91,1.29
Game Management Unit 20D,255,5,ccsm,1,1156.2,5.16,0.0,15.23,0.39,4.03,9.3,10.59,7.16,4.2,1.4
Game Management Unit 20D,255,5,ccsm,2,1282.7,5.73,0.0,15.42,0.4,4.72,10.58,11.57,7.93,4.62,1.52
Game Management Unit 20D,255,5,gfdl,0,1087.74,4.89,0.0,12.86,0.44,3.88,8.5,10.25,7.02,3.91,1.29
Game Management Unit 20D,255,5,gfdl,1,1165.49,5.2,0.0,12.18,0.38,4.42,9.64,10.43,7.09,4.34,1.3
Game Management Unit 20D,255,5,gfdl,2,1297.05,5.79,0.0,14.7,0.42,5.5,10.48,11.66,7.55,4.57,1.6
Game Management Unit 20D,257,5,ccsm,0,864.32,3.88,0.0,11.31,0.01,2.36,6.91,8.95,6.13,3.02,0.53
Game Management Unit 20D,257,5,ccsm,1,931.08,4.16,0.0,13.85,0.0,2.62,7.53,9.32,6.25,3.32,0.68
Game Management Unit 20D,257,5,ccsm,2,1056.63,4.72,0.0,13.74,0.0,3.38,8.86,10.34,6.96,3.67,0.73
